Filename,SMILES_rad,BDE_kJ,CS_Filename,SMILES_CS,SMILES_react
CH3PO2-1FiPF_rad3,CP(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)F,512.98,CH3PO2-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)([O-])C,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)F
NCH32-2FiPF_rad4,CN(C)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F,513.02,NCH32-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(N(C)C)C(F)(F)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(N(C)C)C(F)(F)F>CN(C)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F
CH3PO2H-4F1B_rad4,CP(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,513.03,CH3PO2H-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)C,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
SiOCH33-2Fo2F_rad4,CO[Si](OC)(OC)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,513.05,SiOCH33-2Fo2F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)OC(F)(F)C(F)(F)F>CO[Si](OC)(OC)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
SO3H-1Fo1Fo1F_rad3,O=S(=O)(O)C(F)(F)O[C](F)OC(F)(F)F,513.05,SO3H-1Fo1Fo1F,C(F)(OC(OC(F)(F)F)(F)F)(F)S(=O)(=O)O,C(F)(OC(OC(F)(F)F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)O[C](F)OC(F)(F)F
SiOCH33-1F1FFH_rad2,CO[Si](OC)(OC)C(F)(F)[CH]F,513.19,SiOCH33-1F1FFH,C(F)(F)([Si](OC)(OC)OC)C(F)F,C(F)(F)([Si](OC)(OC)OC)C(F)F>CO[Si](OC)(OC)C(F)(F)[CH]F
COO-4F1B_rad4,[O-]C(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)[C](F)F,513.19,COO-4F1B,C(F)(F)(C(=O)[O-])C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)[O-])C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>[O-]C(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)[C](F)F
CCF-1Fo2Fo1F_rad4,F/C=C/C(F)(F)O[C](F)C(F)(F)OC(F)(F)F,513.43,CCF-1Fo2Fo1F,F/C=C/C(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F,F/C=C/C(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F>F/C=C/C(F)(F)O[C](F)C(F)(F)OC(F)(F)F
CH3PO2H-2FiPF_rad2,CP(=O)(O)C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F,513.47,CH3PO2H-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)P(=O)(O)C,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F
NH2-2F1H_rad2,C[C](F)C(N)(F)F,513.54,NH2-2F1H,C(F)(F)(N)C(F)(F)C,C(F)(F)(N)C(F)(F)C>C[C](F)C(N)(F)F
NCH33-2FiPF_rad3,C[N+](C)(C)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F,513.69,NCH33-2FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)([N+](C)(C)C)C(F)(F)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)([N+](C)(C)C)C(F)(F)F>C[N+](C)(C)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F
COH-1Fo2Fo1F_rad2,O=CC(F)(F)O[C](F)C(F)(F)OC(F)(F)F,513.74,COH-1Fo2Fo1F,C(F)(F)(C=O)OC(F)(C(OC(F)(F)F)(F)F)F,C(F)(F)(C=O)OC(F)(C(OC(F)(F)F)(F)F)F>O=CC(F)(F)O[C](F)C(F)(F)OC(F)(F)F
CF3-1Fo2Fo1F_rad3,F[C](OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)F,513.75,CF3-1Fo2Fo1F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F>F[C](OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)F
COOH-1Fo2Fo1F_rad3,O=C(O)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F,513.78,COOH-1Fo2Fo1F,C(F)(F)(C(=O)O)OC(F)(C(OC(F)(F)F)(F)F)F,C(F)(F)(C(=O)O)OC(F)(C(OC(F)(F)F)(F)F)F>O=C(O)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F
SO3-1FiPF_rad2,O=S(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)F,513.8,SO3-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)S([O-])(=O)(=O),C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)C(F)([C](F)F)C(F)(F)F
OCH3-1Fo2Fo1F_rad4,COC(F)(F)OC(F)(F)[C](F)OC(F)(F)F,513.83,OCH3-1Fo2Fo1F,C(F)(F)(OC)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(OC)OC(F)(C(F)(F)OC(F)(F)F)F>COC(F)(F)OC(F)(F)[C](F)OC(F)(F)F
OH-1Fo2Fo1F_rad2,OC(F)(F)O[C](F)C(F)(F)OC(F)(F)F,513.85,OH-1Fo2Fo1F,C(F)(F)(O)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(O)OC(C(OC(F)(F)F)(F)F)(F)F>OC(F)(F)O[C](F)C(F)(F)OC(F)(F)F
OCH3-1Fo2Fo1F_rad3,COC(F)(F)O[C](F)C(F)(F)OC(F)(F)F,513.95,OCH3-1Fo2Fo1F,C(F)(F)(OC)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(OC)OC(F)(C(F)(F)OC(F)(F)F)F>COC(F)(F)O[C](F)C(F)(F)OC(F)(F)F
SiOCH33-2F1H_rad2,CO[Si](OC)(OC)C(F)(F)[C](C)F,513.96,SiOCH33-2F1H,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C>CO[Si](OC)(OC)C(F)(F)[C](C)F
SO2NH2-2Fo2F_rad4,NS(=O)(=O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,513.96,SO2NH2-2Fo2F,C(F)(F)(C(OC(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(OC(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
CCF-2Fo2F_rad2,F/C=C/C(F)(F)C(F)(F)O[C](F)C(F)(F)F,513.98,CCF-2Fo2F,C(F)(F)(/C=C/F)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(/C=C/F)C(F)(F)OC(F)(F)C(F)(F)F>F/C=C/C(F)(F)C(F)(F)O[C](F)C(F)(F)F
SO2NH2-1Fo2Fo1F_rad4,NS(=O)(=O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F,514.03,SO2NH2-1Fo2Fo1F,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)S(=O)(=O)N,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F
COOH-1FtBF_rad2,O=C(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F,514.07,COOH-1FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(=O)O)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(=O)O)F>O=C(O)C(F)(F)C([C](F)F)(C(F)(F)F)C(F)(F)F
PO3H-4F1B_rad3,O=P([O-])(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,514.07,PO3H-4F1B,C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)[O-],C(F)(F)(C(C(F)(C(F)(F)F)F)(C(F)(F)F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
COH-2Fo2F_rad3,O=CC(F)(F)C(F)(F)O[C](F)C(F)(F)F,514.08,COH-2Fo2F,C(F)(F)(C=O)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(C=O)C(OC(C(F)(F)F)(F)F)(F)F>O=CC(F)(F)C(F)(F)O[C](F)C(F)(F)F
PO3H2-1Fo1Fo1F_rad3,O=P(O)(O)C(F)(F)O[C](F)OC(F)(F)F,514.1,PO3H2-1Fo1Fo1F,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)O,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)O[C](F)OC(F)(F)F
PO3H-1Fo1Fo1F_rad2,O=P([O-])(O)C(F)(F)O[C](F)OC(F)(F)F,514.13,PO3H-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)(O)[O-],C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)O[C](F)OC(F)(F)F
COOH-1Fo2Fo1F_rad2,O=C(O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F,514.14,COOH-1Fo2Fo1F,C(F)(F)(C(=O)O)OC(F)(C(OC(F)(F)F)(F)F)F,C(F)(F)(C(=O)O)OC(F)(C(OC(F)(F)F)(F)F)F>O=C(O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F
CF3-1Fo2Fo1F_rad5,F[C](OC(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,514.15,CF3-1Fo2Fo1F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F>F[C](OC(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F
NCH32-2FtBF_rad3,CN(C)C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,514.15,NCH32-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(N(C)C)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(N(C)C)C(F)(F)F>CN(C)C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
COOH-2Fo2F_rad4,O=C(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,514.17,COOH-2Fo2F,C(F)(F)(C(=O)O)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(C(=O)O)C(OC(C(F)(F)F)(F)F)(F)F>O=C(O)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
NCH33-2Fo2F_rad3,C[N+](C)(C)C(F)(F)C(F)(F)O[C](F)C(F)(F)F,514.25,NCH33-2Fo2F,C(F)([N+](C)(C)C)(C(F)(F)OC(F)(F)C(F)(F)F)F,C(F)([N+](C)(C)C)(C(F)(F)OC(F)(F)C(F)(F)F)F>C[N+](C)(C)C(F)(F)C(F)(F)O[C](F)C(F)(F)F
CC-2Fo2F_rad3,C=CC(F)(F)C(F)(F)O[C](F)C(F)(F)F,514.29,CC-2Fo2F,C=CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C=CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F>C=CC(F)(F)C(F)(F)O[C](F)C(F)(F)F
COOH-2FtBF_rad3,O=C(O)C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,514.29,COOH-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(=O)O)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(=O)O)C(F)(F)F>O=C(O)C(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
CH3-1Fo2Fo1F_rad2,CC(F)(F)OC(F)(F)[C](F)OC(F)(F)F,514.33,CH3-1Fo2Fo1F,C(F)(F)(C)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(C)OC(F)(C(F)(F)OC(F)(F)F)F>CC(F)(F)OC(F)(F)[C](F)OC(F)(F)F
SO2NH-1F1FFH_rad2,[NH-]S(=O)(=O)C(F)(F)[CH]F,514.34,SO2NH-1F1FFH,C(F)(F)(C(F)F)S(=O)(=O)[NH-],C(F)(F)(C(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)[CH]F
CF3-2Fo2F_rad3,F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,514.38,CF3-2Fo2F,C(F)(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F>F[C](OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
SO2NH2-1Fo1Fo1F_rad2,NS(=O)(=O)C(F)(F)O[C](F)OC(F)(F)F,514.41,SO2NH2-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)N,C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)O[C](F)OC(F)(F)F
COO-4F_rad4,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,514.47,COO-4F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)[O-])C(F)(F)C(F)(C(F)(F)F)F>[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CH3-2Fo2F_rad4,CC(F)(F)C(F)(F)O[C](F)C(F)(F)F,514.51,CH3-2Fo2F,C(F)(F)(C)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(C)C(F)(F)OC(F)(F)C(F)(F)F>CC(F)(F)C(F)(F)O[C](F)C(F)(F)F
SiOCH33-2FiPF_rad2,CO[Si](OC)(OC)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F,514.59,SiOCH33-2FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)([Si](OC)(OC)OC)C(F)(F)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)([Si](OC)(OC)OC)C(F)(F)F>CO[Si](OC)(OC)C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F
PO3H-1FiPF_rad3,O=P([O-])(O)C(F)(F)C(F)([C](F)F)C(F)(F)F,514.61,PO3H-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)[O-],C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)([C](F)F)C(F)(F)F
SO2NH-1FiPF_rad3,[NH-]S(=O)(=O)C(F)(F)C(F)([C](F)F)C(F)(F)F,514.64,SO2NH-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(F)S(=O)(=O)[NH-],C(F)(C(F)(C(F)(F)F)C(F)(F)F)(F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C(F)([C](F)F)C(F)(F)F
NH2-1F1FFH_rad2,NC(F)(F)[CH]F,514.7,NH2-1F1FFH,C(F)(F)(N)C(F)F,C(F)(F)(N)C(F)F>NC(F)(F)[CH]F
COH-1Fo2Fo1F_rad4,O=CC(F)(F)OC(F)(F)[C](F)OC(F)(F)F,514.75,COH-1Fo2Fo1F,C(F)(F)(C=O)OC(F)(C(OC(F)(F)F)(F)F)F,C(F)(F)(C=O)OC(F)(C(OC(F)(F)F)(F)F)F>O=CC(F)(F)OC(F)(F)[C](F)OC(F)(F)F
COO-4F1B_rad5,[O-]C(=O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F,514.78,COO-4F1B,C(F)(F)(C(=O)[O-])C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)[O-])C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>[O-]C(=O)C(F)(F)C(F)([C](F)F)C(F)(F)C(F)(F)F
COO-4F1B_rad2,[O-]C(=O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F,514.78,COO-4F1B,C(F)(F)(C(=O)[O-])C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(=O)[O-])C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>[O-]C(=O)C(F)(F)C(F)([C](F)C(F)(F)F)C(F)(F)F
SO3H-1FiPF_rad3,O=S(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)F,514.84,SO3H-1FiPF,C(F)(F)(C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)O,C(F)(F)(C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)F
NH2-2Fo2F_rad4,NC(F)(F)C(F)(F)O[C](F)C(F)(F)F,514.86,NH2-2Fo2F,C(F)(F)(N)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(N)C(OC(C(F)(F)F)(F)F)(F)F>NC(F)(F)C(F)(F)O[C](F)C(F)(F)F
SH-2Fo2F_rad3,F[C](OC(F)(F)C(F)(F)S)C(F)(F)F,514.91,SH-2Fo2F,C(F)(F)(S)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(S)C(F)(F)OC(F)(F)C(F)(F)F>F[C](OC(F)(F)C(F)(F)S)C(F)(F)F
SO2NH2-2F2F_rad4,NS(=O)(=O)C(F)([C](F)F)C(F)(F)C(F)(F)F,514.91,SO2NH2-2F2F,C(F)(C(F)(F)C(F)(F)F)(C(F)(F)F)S(=O)(=O)N,C(F)(C(F)(F)C(F)(F)F)(C(F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)([C](F)F)C(F)(F)C(F)(F)F
CH3PO2H-1Fo2Fo1F_rad4,CP(=O)(O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F,514.94,CH3PO2H-1Fo2Fo1F,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F
NH2-1Fo2Fo1F_rad2,NC(F)(F)OC(F)(F)[C](F)OC(F)(F)F,515.05,NH2-1Fo2Fo1F,C(F)(F)(N)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(N)OC(C(OC(F)(F)F)(F)F)(F)F>NC(F)(F)OC(F)(F)[C](F)OC(F)(F)F
NCH32-1Fo2Fo1F_rad4,CN(C)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F,515.07,NCH32-1Fo2Fo1F,C(F)(F)(N(C)C)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(N(C)C)OC(F)(C(F)(F)OC(F)(F)F)F>CN(C)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F
CC-1Fo2Fo1F_rad2,C=CC(F)(F)OC(F)(F)[C](F)OC(F)(F)F,515.08,CC-1Fo2Fo1F,C=CC(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F,C=CC(F)(OC(C(F)(OC(F)(F)F)F)(F)F)F>C=CC(F)(F)OC(F)(F)[C](F)OC(F)(F)F
SO3-1F1FFH_rad2,O=S(=O)([O-])C(F)(F)[CH]F,515.11,SO3-1F1FFH,C(F)(F)(C(F)F)S([O-])(=O)(=O),C(F)(F)(C(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)[CH]F
COH-2FtBF_rad2,O=CC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,515.2,COH-2FtBF,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C=O)C(F)(F)F,C(F)(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C=O)C(F)(F)F>O=CC(F)([C](F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
SO3-2FiPF_rad3,O=S(=O)([O-])C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F,515.2,SO3-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)S([O-])(=O)(=O),C(F)(C(C(F)(F)F)(F)C(F)(F)F)(C(F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F
OH-1Fo2Fo1F_rad4,OC(F)(F)OC(F)(F)[C](F)OC(F)(F)F,515.22,OH-1Fo2Fo1F,C(F)(F)(O)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(O)OC(C(OC(F)(F)F)(F)F)(F)F>OC(F)(F)OC(F)(F)[C](F)OC(F)(F)F
SO2NH-4F_rad3,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,515.26,SO2NH-4F,C(F)(F)(C(C(F)(F)C(F)(F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(C(F)(F)C(F)(F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CH3PO2H-1FiPF_rad3,CP(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)F,515.37,CH3PO2H-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)C,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)F
SO3H-2F2F_rad2,O=S(=O)(O)C(F)([C](F)F)C(F)(F)C(F)(F)F,515.41,SO3H-2F2F,C(F)(C(F)(F)F)(C(F)(F)C(F)(F)F)S(=O)(=O)O,C(F)(C(F)(F)F)(C(F)(F)C(F)(F)F)S(=O)(=O)O>O=S(=O)(O)C(F)([C](F)F)C(F)(F)C(F)(F)F
SO2NH-2FiPF_rad3,[NH-]S(=O)(=O)C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F,515.45,SO2NH-2FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)S(=O)(=O)[NH-],C(F)(C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)([C](F)F)C(F)(C(F)(F)F)C(F)(F)F
CH3PO2H-4F2B_rad2,CP(=O)(O)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F,515.48,CH3PO2H-4F2B,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F
PO3H-2F1H_rad2,C[C](F)C(F)(F)P(=O)([O-])O,515.58,PO3H-2F1H,C(F)(F)(C(C)(F)F)P(=O)(O)[O-],C(F)(F)(C(C)(F)F)P(=O)(O)[O-]>C[C](F)C(F)(F)P(=O)([O-])O
NCH33-1Fo2Fo1F_rad2,C[N+](C)(C)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F,515.65,NCH33-1Fo2Fo1F,C(F)([N+](C)(C)C)(OC(F)(C(F)(F)OC(F)(F)F)F)F,C(F)([N+](C)(C)C)(OC(F)(C(F)(F)OC(F)(F)F)F)F>C[N+](C)(C)C(F)(F)O[C](F)C(F)(F)OC(F)(F)F
PO3H2-1FiPF_rad2,O=P(O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)F,515.72,PO3H2-1FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)O,C(F)(C(C(F)(F)F)(F)C(F)(F)F)(F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)([C](F)F)C(F)(F)F
NCH32-1Fo2Fo1F_rad2,CN(C)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F,515.76,NCH32-1Fo2Fo1F,C(F)(F)(N(C)C)OC(F)(C(F)(F)OC(F)(F)F)F,C(F)(F)(N(C)C)OC(F)(C(F)(F)OC(F)(F)F)F>CN(C)C(F)(F)OC(F)(F)[C](F)OC(F)(F)F
CF3-4F1B_rad2,F[C](F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,515.84,CF3-4F1B,C(F)(F)(C(F)(F)F)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(F)(F)F)C(C(F)(F)F)(F)C(F)(C(F)(F)F)F>F[C](F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
PO3H2-4F2B_rad3,O=P(O)(O)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F,515.86,PO3H2-4F2B,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)O,C(F)(F)(C(C(F)(C(F)(F)F)C(F)(F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)(F)C(F)([C](F)F)C(F)(F)F
CH3PO2-2F2F_rad3,CP(=O)([O-])C(F)(C(F)(F)F)C(F)(F)[C](F)F,515.9,CH3PO2-2F2F,C(F)(C(C(F)(F)F)(F)F)(C(F)(F)F)P(=O)([O-])C,C(F)(C(C(F)(F)F)(F)F)(C(F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(C(F)(F)F)C(F)(F)[C](F)F
OH-2Fo2F_rad2,OC(F)(F)[C](F)OC(F)(F)C(F)(F)F,515.95,OH-2Fo2F,C(F)(F)(O)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(O)C(F)(F)OC(F)(F)C(F)(F)F>OC(F)(F)[C](F)OC(F)(F)C(F)(F)F
NH3-2FiPF_rad2,[NH3+]C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F,516.17,NH3-2FiPF,C(F)(C(C(F)(F)F)(F)C(F)(F)F)([NH3+])C(F)(F)F,C(F)(C(C(F)(F)F)(F)C(F)(F)F)([NH3+])C(F)(F)F>[NH3+]C(F)(C(F)(F)F)C(F)([C](F)F)C(F)(F)F
CH3PO2-2Fo2F_rad2,CP(=O)([O-])C(F)(F)[C](F)OC(F)(F)C(F)(F)F,516.2,CH3PO2-2Fo2F,C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)P(=O)([O-])C,C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)[C](F)OC(F)(F)C(F)(F)F
NCH33-1FiPF_rad3,C[N+](C)(C)C(F)(F)C(F)([C](F)F)C(F)(F)F,516.32,NCH33-1FiPF,C(F)(C(F)(C(F)(F)F)C(F)(F)F)([N+](C)(C)C)F,C(F)(C(F)(C(F)(F)F)C(F)(F)F)([N+](C)(C)C)F>C[N+](C)(C)C(F)(F)C(F)([C](F)F)C(F)(F)F
