Filename,SMILES_rad,BDE_kJ,CS_Filename,SMILES_CS,SMILES_react
CCF-4F_rad2,F/C=C/C(F)(F)C(F)(F)C(F)(F)[C](F)F,527.44,CCF-4F,C(F)(F)(/C=C/F)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(/C=C/F)C(F)(F)C(F)(C(F)(F)F)F>F/C=C/C(F)(F)C(F)(F)C(F)(F)[C](F)F
SO3H-4F_rad3,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,527.49,SO3H-4F,C(F)(C(F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O,C(F)(C(F)(F)C(F)(C(F)(F)F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
SH-4F_rad3,F[C](F)C(F)(F)C(F)(F)C(F)(F)S,527.51,SH-4F,C(F)(F)(S)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(S)C(F)(F)C(F)(C(F)(F)F)F>F[C](F)C(F)(F)C(F)(F)C(F)(F)S
CH3-2F2F_rad4,CC(F)(C(F)(F)F)C(F)(F)[C](F)F,527.57,CH3-2F2F,C(F)(C(F)(F)C(F)(F)F)(C)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(C)C(F)(F)F>CC(F)(C(F)(F)F)C(F)(F)[C](F)F
SO3H-3F_rad3,O=S(=O)(O)C(F)(F)C(F)(F)[C](F)F,527.59,SO3H-3F,C(F)(C(F)(F)C(F)(F)F)(F)S(=O)(=O)O,C(F)(C(F)(F)C(F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C(F)(F)[C](F)F
COH-5F_rad5,O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,527.74,COH-5F,C(F)(F)(C=O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F,C(F)(F)(C=O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F>O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F
NCH33-1F1H1F_rad2,C[N+](C)(C)C(F)(F)C[C](F)F,527.8,NCH33-1F1H1F,C(F)([N+](C)(C)C)(CC(F)(F)F)F,C(F)([N+](C)(C)C)(CC(F)(F)F)F>C[N+](C)(C)C(F)(F)C[C](F)F
CCF-2F2F_rad3,F/C=C/C(F)([C](F)F)C(F)(F)C(F)(F)F,527.87,CCF-2F2F,C(F)(C(F)(F)C(F)(F)F)(/C=C/F)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(/C=C/F)C(F)(F)F>F/C=C/C(F)([C](F)F)C(F)(F)C(F)(F)F
SH-3F_rad3,F[C](F)C(F)(F)C(F)(F)S,528.05,SH-3F,C(F)(F)(S)C(F)(F)C(F)(F)F,C(F)(F)(S)C(F)(F)C(F)(F)F>F[C](F)C(F)(F)C(F)(F)S
COH-3F_rad3,O=CC(F)(F)C(F)(F)[C](F)F,528.17,COH-3F,C(F)(F)(C=O)C(F)(F)C(F)(F)F,C(F)(F)(C=O)C(F)(F)C(F)(F)F>O=CC(F)(F)C(F)(F)[C](F)F
CCF-2F2F_rad2,F/C=C/C(F)(C(F)(F)F)C(F)(F)[C](F)F,528.27,CCF-2F2F,C(F)(C(F)(F)C(F)(F)F)(/C=C/F)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(/C=C/F)C(F)(F)F>F/C=C/C(F)(C(F)(F)F)C(F)(F)[C](F)F
SO2NH2-5F_rad5,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,528.3,SO2NH2-5F,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F
PO3H2-5F_rad4,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,528.34,PO3H2-5F,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)O,C(F)(F)(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F
SO2NH2-4F_rad4,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,528.35,SO2NH2-4F,C(F)(F)(C(C(F)(F)C(F)(F)F)(F)F)S(=O)(=O)N,C(F)(F)(C(C(F)(F)C(F)(F)F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
OH-2F2F_rad2,OC(F)([C](F)F)C(F)(F)C(F)(F)F,528.43,OH-2F2F,C(F)(C(F)(F)C(F)(F)F)(O)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(O)C(F)(F)F>OC(F)([C](F)F)C(F)(F)C(F)(F)F
OCH3-4F_rad4,COC(F)(F)C(F)(F)C(F)(F)[C](F)F,528.44,OCH3-4F,C(F)(F)(OC)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(OC)C(F)(F)C(F)(C(F)(F)F)F>COC(F)(F)C(F)(F)C(F)(F)[C](F)F
CF3-4F_rad2,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,528.45,CF3-4F,C(F)(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)F>F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
SH-5F_rad3,F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S,528.49,SH-5F,C(F)(F)(S)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F,C(F)(F)(S)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F>F[C](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S
OH-4F_rad3,OC(F)(F)C(F)(F)C(F)(F)[C](F)F,528.54,OH-4F,C(F)(F)(O)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)(O)C(F)(F)C(F)(C(F)(F)F)F>OC(F)(F)C(F)(F)C(F)(F)[C](F)F
COO-1F1FFH_rad2,[O-]C(=O)C(F)(F)[CH]F,528.56,COO-1F1FFH,C(F)(F)(C(=O)[O-])C(F)F,C(F)(F)(C(=O)[O-])C(F)F>[O-]C(=O)C(F)(F)[CH]F
COOH-3F_rad2,O=C(O)C(F)(F)C(F)(F)[C](F)F,528.73,COOH-3F,C(F)(F)(C(=O)O)C(F)(F)C(F)(F)F,C(F)(F)(C(=O)O)C(F)(F)C(F)(F)F>O=C(O)C(F)(F)C(F)(F)[C](F)F
CF3-2F_rad2,F[C](F)C(F)(F)C(F)(F)F,528.74,CF3-2F,C(F)(F)(C(F)(F)F)C(F)(F)F,C(F)(F)(C(F)(F)F)C(F)(F)F>F[C](F)C(F)(F)C(F)(F)F
PO3H-2Fo2F_rad3,O=P([O-])(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,528.76,PO3H-2Fo2F,C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)P(=O)(O)[O-],C(F)(F)(C(OC(F)(F)C(F)(F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
CCF-5F_rad5,F/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F,528.8,CCF-5F,C(F)(F)(/C=C/F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F,C(F)(F)(/C=C/F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)F>F/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CCF-3F_rad2,F/C=C/C(F)(F)C(F)(F)[C](F)F,528.82,CCF-3F,C(F)(F)(/C=C/F)C(F)(F)C(F)(F)F,C(F)(F)(/C=C/F)C(F)(F)C(F)(F)F>F/C=C/C(F)(F)C(F)(F)[C](F)F
CF3-3F_rad2,F[C](F)C(F)(F)C(F)(F)C(F)(F)F,528.84,CF3-3F,C(F)(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C(F)(F)(C(F)(F)F)C(F)(F)C(F)(F)F>F[C](F)C(F)(F)C(F)(F)C(F)(F)F
PO3H2-4F_rad2,O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,528.86,PO3H2-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)O,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CH3PO2-2F1F_rad2,CP(=O)([O-])C(F)([C](F)F)C(F)(F)F,528.89,CH3PO2-2F1F,C(F)(C(F)(F)F)(C(F)(F)F)P(=O)([O-])C,C(F)(C(F)(F)F)(C(F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)([C](F)F)C(F)(F)F
OCH3-2F2F_rad3,COC(F)(C(F)(F)F)C(F)(F)[C](F)F,528.9,OCH3-2F2F,C(F)(C(F)(F)C(F)(F)F)(OC)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(OC)C(F)(F)F>COC(F)(C(F)(F)F)C(F)(F)[C](F)F
CC-2F2F_rad4,C=CC(F)([C](F)F)C(F)(F)C(F)(F)F,528.95,CC-2F2F,C=CC(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C=CC(F)(C(F)(F)F)C(F)(C(F)(F)F)F>C=CC(F)([C](F)F)C(F)(F)C(F)(F)F
CC-3F_rad3,C=CC(F)(F)C(F)(F)[C](F)F,528.95,CC-3F,C=CC(F)(C(F)(C(F)(F)F)F)F,C=CC(F)(C(F)(C(F)(F)F)F)F>C=CC(F)(F)C(F)(F)[C](F)F
CH3PO2-1Fo1Fo1F_rad2,CP(=O)([O-])C(F)(F)OC(F)(F)O[C](F)F,529.05,CH3PO2-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)([O-])C,C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)([O-])C>CP(=O)([O-])C(F)(F)OC(F)(F)O[C](F)F
SiOCH33-4F_rad2,CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)[C](F)F,529.06,SiOCH33-4F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C(F)(C(F)(F)F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C(F)(C(F)(F)F)F>CO[Si](OC)(OC)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CH3-3F_rad2,CC(F)(F)C(F)(F)[C](F)F,529.06,CH3-3F,C(F)(F)(C)C(F)(F)C(F)(F)F,C(F)(F)(C)C(F)(F)C(F)(F)F>CC(F)(F)C(F)(F)[C](F)F
CF3-2F1H_rad2,CC(F)(F)C(F)(F)[C](F)F,529.06,CF3-2F1H,C(F)(F)(C(F)(F)F)C(F)(F)C,C(F)(F)(C(F)(F)F)C(F)(F)C>CC(F)(F)C(F)(F)[C](F)F
CH3PO2H-4F_rad3,CP(=O)(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F,529.06,CH3PO2H-4F,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)C,C(F)(F)(C(C(F)(C(F)(F)F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)C(F)(F)C(F)(F)[C](F)F
CH3-2F2F_rad3,CC(F)([C](F)F)C(F)(F)C(F)(F)F,529.07,CH3-2F2F,C(F)(C(F)(F)C(F)(F)F)(C)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(C)C(F)(F)F>CC(F)([C](F)F)C(F)(F)C(F)(F)F
PO3H2-3F_rad3,O=P(O)(O)C(F)(F)C(F)(F)[C](F)F,529.08,PO3H2-3F,C(F)(F)(C(C(F)(F)F)(F)F)P(=O)(O)O,C(F)(F)(C(C(F)(F)F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)C(F)(F)[C](F)F
CC-2F2F_rad3,C=CC(F)(C(F)(F)F)C(F)(F)[C](F)F,529.15,CC-2F2F,C=CC(F)(C(F)(F)F)C(F)(C(F)(F)F)F,C=CC(F)(C(F)(F)F)C(F)(C(F)(F)F)F>C=CC(F)(C(F)(F)F)C(F)(F)[C](F)F
SO2NH-1Fo1Fo1F_rad2,[NH-]S(=O)(=O)C(F)(F)OC(F)(F)O[C](F)F,529.18,SO2NH-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)[NH-],C(F)(F)(OC(OC(F)(F)F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)OC(F)(F)O[C](F)F
NCH32-3F_rad2,CN(C)C(F)(F)C(F)(F)[C](F)F,529.33,NCH32-3F,C(F)(F)(N(C)C)C(F)(F)C(F)(F)F,C(F)(F)(N(C)C)C(F)(F)C(F)(F)F>CN(C)C(F)(F)C(F)(F)[C](F)F
SO3-1Fo1Fo1F_rad2,O=S(=O)([O-])C(F)(F)OC(F)(F)O[C](F)F,529.47,SO3-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)S([O-])(=O)(=O),C(F)(F)(OC(OC(F)(F)F)(F)F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)OC(F)(F)O[C](F)F
NH3-2Fo2F_rad3,[NH3+]C(F)(F)C(F)(F)OC(F)(F)[C](F)F,529.47,NH3-2Fo2F,C(F)(F)([NH3+])C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)([NH3+])C(OC(C(F)(F)F)(F)F)(F)F>[NH3+]C(F)(F)C(F)(F)OC(F)(F)[C](F)F
COO-2F1F_rad2,[O-]C(=O)C(F)([C](F)F)C(F)(F)F,529.52,COO-2F1F,C(F)(C(F)(F)F)(C(=O)[O-])C(F)(F)F,C(F)(C(F)(F)F)(C(=O)[O-])C(F)(F)F>[O-]C(=O)C(F)([C](F)F)C(F)(F)F
NCH32-2F_rad2,CN(C)C(F)(F)[C](F)F,529.57,NCH32-2F,C(F)(F)(N(C)C)C(F)(F)F,C(F)(F)(N(C)C)C(F)(F)F>CN(C)C(F)(F)[C](F)F
COO-2F2F_rad3,[O-]C(=O)C(F)([C](F)F)C(F)(F)C(F)(F)F,529.57,COO-2F2F,C(F)(C(C(F)(F)F)(F)F)(C(=O)[O-])C(F)(F)F,C(F)(C(C(F)(F)F)(F)F)(C(=O)[O-])C(F)(F)F>[O-]C(=O)C(F)([C](F)F)C(F)(F)C(F)(F)F
SiOCH33-3F_rad2,CO[Si](OC)(OC)C(F)(F)C(F)(F)[C](F)F,529.59,SiOCH33-3F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C(F)(F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)C(F)(F)F>CO[Si](OC)(OC)C(F)(F)C(F)(F)[C](F)F
OH-3F_rad2,OC(F)(F)C(F)(F)[C](F)F,529.72,OH-3F,C(F)(F)(O)C(F)(F)C(F)(F)F,C(F)(F)(O)C(F)(F)C(F)(F)F>OC(F)(F)C(F)(F)[C](F)F
PO3H-1Fo1Fo1F_rad3,O=P([O-])(O)C(F)(F)OC(F)(F)O[C](F)F,529.83,PO3H-1Fo1Fo1F,C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)(O)[O-],C(F)(F)(OC(OC(F)(F)F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)(F)OC(F)(F)O[C](F)F
NH2-3F_rad3,NC(F)(F)C(F)(F)[C](F)F,529.89,NH2-3F,C(F)(F)(N)C(F)(F)C(F)(F)F,C(F)(F)(N)C(F)(F)C(F)(F)F>NC(F)(F)C(F)(F)[C](F)F
SiOCH33-2F1F_rad2,CO[Si](OC)(OC)C(F)([C](F)F)C(F)(F)F,529.89,SiOCH33-2F1F,C(F)(C(F)(F)F)([Si](OC)(OC)OC)C(F)(F)F,C(F)(C(F)(F)F)([Si](OC)(OC)OC)C(F)(F)F>CO[Si](OC)(OC)C(F)([C](F)F)C(F)(F)F
COOH-2F2F_rad4,O=C(O)C(F)(C(F)(F)F)C(F)(F)[C](F)F,529.95,COOH-2F2F,C(F)(C(F)(F)C(F)(F)F)(C(=O)O)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)(C(=O)O)C(F)(F)F>O=C(O)C(F)(C(F)(F)F)C(F)(F)[C](F)F
CH3PO2H-2F_rad2,CP(=O)(O)C(F)(F)[C](F)F,530.08,CH3PO2H-2F,C(F)(F)(C(F)(F)F)P(=O)(O)C,C(F)(F)(C(F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)[C](F)F
OCH3-3F_rad3,COC(F)(F)C(F)(F)[C](F)F,530.2,OCH3-3F,C(F)(F)(OC)C(F)(F)C(F)(F)F,C(F)(F)(OC)C(F)(F)C(F)(F)F>COC(F)(F)C(F)(F)[C](F)F
PO3H-2F1F_rad2,O=P([O-])(O)C(F)([C](F)F)C(F)(F)F,530.33,PO3H-2F1F,C(F)(C(F)(F)F)(C(F)(F)F)P(=O)(O)[O-],C(F)(C(F)(F)F)(C(F)(F)F)P(=O)(O)[O-]>O=P([O-])(O)C(F)([C](F)F)C(F)(F)F
SiOCH33-2F2F_rad2,CO[Si](OC)(OC)C(F)(C(F)(F)F)C(F)(F)[C](F)F,530.34,SiOCH33-2F2F,C(F)(C(F)(F)C(F)(F)F)([Si](OC)(OC)OC)C(F)(F)F,C(F)(C(F)(F)C(F)(F)F)([Si](OC)(OC)OC)C(F)(F)F>CO[Si](OC)(OC)C(F)(C(F)(F)F)C(F)(F)[C](F)F
SH-2F_rad2,F[C](F)C(F)(F)S,530.39,SH-2F,C(F)(F)(S)C(F)(F)F,C(F)(F)(S)C(F)(F)F>F[C](F)C(F)(F)S
COH-2F2F_rad2,O=CC(F)(C(F)(F)F)C(F)(F)[C](F)F,530.48,COH-2F2F,C(F)(C(C(F)(F)F)(F)F)(C=O)C(F)(F)F,C(F)(C(C(F)(F)F)(F)F)(C=O)C(F)(F)F>O=CC(F)(C(F)(F)F)C(F)(F)[C](F)F
PO3H2-2F_rad2,O=P(O)(O)C(F)(F)[C](F)F,530.64,PO3H2-2F,C(F)(F)(C(F)(F)F)P(=O)(O)O,C(F)(F)(C(F)(F)F)P(=O)(O)O>O=P(O)(O)C(F)(F)[C](F)F
NH2-2F1F_rad2,NC(F)([C](F)F)C(F)(F)F,530.66,NH2-2F1F,C(F)(C(F)(F)F)(N)C(F)(F)F,C(F)(C(F)(F)F)(N)C(F)(F)F>NC(F)([C](F)F)C(F)(F)F
CH3-2F1F_rad2,CC(F)([C](F)F)C(F)(F)F,530.83,CH3-2F1F,C(F)(C(F)(F)F)(C)C(F)(F)F,C(F)(C(F)(F)F)(C)C(F)(F)F>CC(F)([C](F)F)C(F)(F)F
NCH33-2Fo2F_rad2,C[N+](C)(C)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,530.95,NCH33-2Fo2F,C(F)([N+](C)(C)C)(C(F)(F)OC(F)(F)C(F)(F)F)F,C(F)([N+](C)(C)C)(C(F)(F)OC(F)(F)C(F)(F)F)F>C[N+](C)(C)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
CCF-2F1F_rad2,F/C=C/C(F)([C](F)F)C(F)(F)F,531.04,CCF-2F1F,C(F)(C(F)(F)F)(/C=C/F)C(F)(F)F,C(F)(C(F)(F)F)(/C=C/F)C(F)(F)F>F/C=C/C(F)([C](F)F)C(F)(F)F
CF3-1F1FFH_rad2,F[C](F)C(F)(F)C(F)F,531.06,CF3-1F1FFH,C(F)(F)(C(F)(F)F)C(F)F,C(F)(F)(C(F)(F)F)C(F)F>F[C](F)C(F)(F)C(F)F
CC-2F1F_rad2,C=CC(F)([C](F)F)C(F)(F)F,531.07,CC-2F1F,C=CC(C(F)(F)F)(F)C(F)(F)F,C=CC(C(F)(F)F)(F)C(F)(F)F>C=CC(F)([C](F)F)C(F)(F)F
COOH-2F_rad2,O=C(O)C(F)(F)[C](F)F,531.21,COOH-2F,C(F)(F)(C(=O)O)C(F)(F)F,C(F)(F)(C(=O)O)C(F)(F)F>O=C(O)C(F)(F)[C](F)F
OH-2F1F_rad2,OC(F)([C](F)F)C(F)(F)F,531.42,OH-2F1F,C(F)(C(F)(F)F)(O)C(F)(F)F,C(F)(C(F)(F)F)(O)C(F)(F)F>OC(F)([C](F)F)C(F)(F)F
NH3-1F1H1F_rad2,[NH3+]C(F)(F)C[C](F)F,531.63,NH3-1F1H1F,C(F)([NH3+])(CC(F)(F)F)F,C(F)([NH3+])(CC(F)(F)F)F>[NH3+]C(F)(F)C[C](F)F
COH-2F_rad2,O=CC(F)(F)[C](F)F,531.7,COH-2F,C(F)(F)(C=O)C(F)(F)F,C(F)(F)(C=O)C(F)(F)F>O=CC(F)(F)[C](F)F
SO3H-1F1H1F_rad2,O=S(=O)(O)C(F)(F)C[C](F)F,532.17,SO3H-1F1H1F,C(F)(CC(F)(F)F)(F)S(=O)(=O)O,C(F)(CC(F)(F)F)(F)S(=O)(=O)O>O=S(=O)(O)C(F)(F)C[C](F)F
SO2NH-2F_rad2,[NH-]S(=O)(=O)C(F)(F)[C](F)F,532.2,SO2NH-2F,C(F)(F)(C(F)(F)F)S(=O)(=O)[NH-],C(F)(F)(C(F)(F)F)S(=O)(=O)[NH-]>[NH-]S(=O)(=O)C(F)(F)[C](F)F
CF3-1F1FHH_rad2,FCC(F)(F)[C](F)F,532.3,CF3-1F1FHH,C(F)(F)(C(F)(F)F)CF,C(F)(F)(C(F)(F)F)CF>FCC(F)(F)[C](F)F
SH-1F1H1F_rad2,F[C](F)CC(F)(F)S,532.32,SH-1F1H1F,C(F)(F)(S)CC(F)(F)F,C(F)(F)(S)CC(F)(F)F>F[C](F)CC(F)(F)S
CF3-1F1H1F_rad2,F[C](F)C(F)(F)CC(F)(F)F,532.36,CF3-1F1H1F,C(F)(F)(C(F)(F)F)CC(F)(F)F,C(F)(F)(C(F)(F)F)CC(F)(F)F>F[C](F)C(F)(F)CC(F)(F)F
SO3-2F_rad2,O=S(=O)([O-])C(F)(F)[C](F)F,533.2,SO3-2F,C(F)(C(F)(F)F)(F)S([O-])(=O)(=O),C(F)(C(F)(F)F)(F)S([O-])(=O)(=O)>O=S(=O)([O-])C(F)(F)[C](F)F
CF3-2Fo2F_rad2,F[C](F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,533.4,CF3-2Fo2F,C(F)(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F>F[C](F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F
CH3PO2H-1Fo1Fo1F_rad3,CP(=O)(O)C(F)(F)OC(F)(F)O[C](F)F,533.81,CH3PO2H-1Fo1Fo1F,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)C,C(F)(F)(OC(F)(OC(F)(F)F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)OC(F)(F)O[C](F)F
SiOCH33-1F1H1F_rad2,CO[Si](OC)(OC)C(F)(F)C[C](F)F,533.82,SiOCH33-1F1H1F,C(F)(F)([Si](OC)(OC)OC)CC(F)(F)F,C(F)(F)([Si](OC)(OC)OC)CC(F)(F)F>CO[Si](OC)(OC)C(F)(F)C[C](F)F
COH-2Fo2F_rad4,O=CC(F)(F)C(F)(F)OC(F)(F)[C](F)F,534.13,COH-2Fo2F,C(F)(F)(C=O)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(C=O)C(OC(C(F)(F)F)(F)F)(F)F>O=CC(F)(F)C(F)(F)OC(F)(F)[C](F)F
COOH-2Fo2F_rad2,O=C(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,534.2,COOH-2Fo2F,C(F)(F)(C(=O)O)C(OC(C(F)(F)F)(F)F)(F)F,C(F)(F)(C(=O)O)C(OC(C(F)(F)F)(F)F)(F)F>O=C(O)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
CH3PO2H-1Fo2Fo1F_rad3,CP(=O)(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F,534.2,CH3PO2H-1Fo2Fo1F,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)P(=O)(O)C,C(F)(F)(OC(C(OC(F)(F)F)(F)F)(F)F)P(=O)(O)C>CP(=O)(O)C(F)(F)OC(F)(F)C(F)(F)O[C](F)F
CF3-1Fo1Fo1F_rad3,F[C](F)C(F)(F)OC(F)(F)OC(F)(F)F,534.37,CF3-1Fo1Fo1F,C(F)(F)(C(F)(F)F)OC(OC(F)(F)F)(F)F,C(F)(F)(C(F)(F)F)OC(OC(F)(F)F)(F)F>F[C](F)C(F)(F)OC(F)(F)OC(F)(F)F
SO2NH2-1F1H1F_rad2,NS(=O)(=O)C(F)(F)C[C](F)F,534.4,SO2NH2-1F1H1F,C(F)(F)(CC(F)(F)F)S(=O)(=O)N,C(F)(F)(CC(F)(F)F)S(=O)(=O)N>NS(=O)(=O)C(F)(F)C[C](F)F
CF3-1Fo2Fo1F_rad4,F[C](F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,534.44,CF3-1Fo2Fo1F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F,C(F)(F)(C(F)(F)F)OC(C(OC(F)(F)F)(F)F)(F)F>F[C](F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
CCF-2Fo2F_rad3,F/C=C/C(F)(F)C(F)(F)OC(F)(F)[C](F)F,534.62,CCF-2Fo2F,C(F)(F)(/C=C/F)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(/C=C/F)C(F)(F)OC(F)(F)C(F)(F)F>F/C=C/C(F)(F)C(F)(F)OC(F)(F)[C](F)F
NCH32-1F1H1F_rad2,CN(C)C(F)(F)C[C](F)F,534.63,NCH32-1F1H1F,C(F)(F)(N(C)C)CC(F)(F)F,C(F)(F)(N(C)C)CC(F)(F)F>CN(C)C(F)(F)C[C](F)F
COOMeNCH32Pr-2F_rad2,C[N+](C)(CCCC(F)(F)[C](F)F)CC([O-])=O,534.95,COOMeNCH32Pr-2F,O=C(C[N+](CCCC(F)(F)C(F)(F)F)(C)C)[O-],O=C(C[N+](CCCC(F)(F)C(F)(F)F)(C)C)[O-]>C[N+](C)(CCCC(F)(F)[C](F)F)CC([O-])=O
OH-2Fo2F_rad3,OC(F)(F)C(F)(F)OC(F)(F)[C](F)F,534.97,OH-2Fo2F,C(F)(F)(O)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(O)C(F)(F)OC(F)(F)C(F)(F)F>OC(F)(F)C(F)(F)OC(F)(F)[C](F)F
SH-2Fo2F_rad2,F[C](F)C(F)(F)OC(F)(F)C(F)(F)S,534.99,SH-2Fo2F,C(F)(F)(S)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)(S)C(F)(F)OC(F)(F)C(F)(F)F>F[C](F)C(F)(F)OC(F)(F)C(F)(F)S
SiOCH33-2Fo2F_rad2,CO[Si](OC)(OC)C(F)(F)C(F)(F)OC(F)(F)[C](F)F,535.03,SiOCH33-2Fo2F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)OC(F)(F)C(F)(F)F,C(F)(F)([Si](OC)(OC)OC)C(F)(F)OC(F)(F)C(F)(F)F>CO[Si](OC)(OC)C(F)(F)C(F)(F)OC(F)(F)[C](F)F
