SMILES_CS,SMILES_rad,BDE_kJ,BDE_kcal
[O-]C(C(C(C(F)(C(C(F)(C(C(F)(C(C(C(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[CH](F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)[O-],474.1146728,113.3144
O=C(N(C)C(C(F)(F)F)=O)C(F)(F)F,O=C(N(C)C(C(F)(F)F)=O)[C](F)F,451.7793037,107.9762
FC1=C(S(=O)([O-])=O)C(F)=C(F)C(F)=C1F,FC1=C(F)C(F)=C(F)C(S(=O)([O-])=O)=[C]1,495.5969113,118.4487
FC1=C(S(=O)([O-])=O)C(F)=C(F)C(F)=C1F,FC1=C(S(=O)([O-])=O)C(F)=C(F)C(F)=[C]1,505.7708807,120.8803
FC1=C(S(=O)([O-])=O)C(F)=C(F)C(F)=C1F,FC1=C(S(=O)([O-])=O)C(F)=C(F)[C]=C1F,508.7746201,121.5982
FC1=C(C([O-])=O)C(F)=C(F)C(F)=C1F,FC1=C(F)C(F)=C(F)C(C([O-])=O)=[C]1,507.0361416,121.1827
FC1=C(C([O-])=O)C(F)=C(F)C(F)=C1F,FC1=C(C([O-])=O)C(F)=C(F)C(F)=[C]1,583.9856763,139.5738
FC1=C(C([O-])=O)C(F)=C(F)C(F)=C1F,FC1=C(C([O-])=O)C(F)=C(F)[C]=C1F,507.9131214,121.3923
FC(C([O-])=O)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,[O-]C([C](C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F)=O,410.8181565,98.1864
FC(C([O-])=O)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,FC(C([O-])=O)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)[C]1F,444.2333448,106.1727
FC(C([O-])=O)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,FC(C([O-])=O)(C(F)(C(F)(C(F)([C]1F)F)F)F)C1(F)F,452.8633947,108.2353
FC(C([O-])=O)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,FC(C([O-])=O)(C(F)(C(F)([C](C(F)1F)F)F)F)C1(F)F,449.7023345,107.4798
OC(CF)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,[CH2]C(O)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,421.3858463,100.7121
OC(CF)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,OC(CF)([C](C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,451.8316045,107.9887
OC(CF)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,OC(CF)(C(F)([C](C(F)(C(F)1F)F)F)F)C1(F)F,451.3960435,107.8846
OC(CF)(C(F)(C(F)(C(F)(C(F)1F)F)F)F)C1(F)F,OC(CF)(C(F)(C(F)([C](C(F)1F)F)F)F)C1(F)F,451.4169638,107.8896
[O-]S(=O)(C(C(OC(F)(C(F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)OC(F)(F)C(F)(F)F)S(=O)(=O)[O-],465.6394333,111.2888
[O-]S(=O)(C(C(OC(F)(C(F)(F)F)F)(F)F)(F)F)=O,[C](F)(OC(F)(F)C(F)(F)F)C(F)(F)S(=O)(=O)[O-],470.1762136,112.3731
[O-]S(=O)(C(C(OC(F)(C(F)(F)F)F)(F)F)(F)F)=O,[C](F)(OC(F)(F)C(F)(F)S(=O)(=O)[O-])C(F)(F)F,477.6564828,114.1609
[O-]S(=O)(C(C(OC(F)(C(F)(F)F)F)(F)F)(F)F)=O,[C](F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)[O-],501.6617117,119.8982
O=S([O-])(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],456.812314,109.1791
O=S([O-])(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)F)C(F)(F)S(=O)(=O)[O-],445.7827036,106.543
O=S([O-])(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)F)C(F)(F)C(F)(F)S(=O)(=O)[O-],455.418184,108.8459
O=S([O-])(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)=O,[C](F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],496.9517112,118.7725
O=S([O-])(C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],458.4374044,109.5675
O=S([O-])(C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)S(=O)(=O)[O-],445.0998644,106.3798
O=S([O-])(C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,C(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)S(=O)(=O)[O-],447.0793449,106.8529
O=S([O-])(C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],447.2818536,106.9013
O=S([O-])(C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],453.5910033,108.4092
O=S([O-])(C(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)(F)F)=O,C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],496.1349819,118.5773
O=S([O-])C(F)(F)F,O=S([O-])[C](F)F,501.7274015,119.9139
O=S([O-])(C(F)(F)F)=O,O=S([O-])([C](F)F)=O,500.2859916,119.5694
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[O-],468.8477734,112.0556
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)S(=O)(=O)[O-],446.583115,106.7343
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)S(=O)(=O)[O-],447.5257845,106.9596
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],446.3337448,106.6747
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],446.3023643,106.6672
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],446.3182637,106.671
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],453.4830545,108.3834
O=S([O-])(C(C(C(F)(C(C(F)(C(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)(F)F)=O,[C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[O-],497.0776515,118.8026
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(N)(=O)=O,452.7951944,108.219
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)S(N)(=O)=O,440.0379841,105.17
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)S(N)(=O)=O,448.3370745,107.1535
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,445.5935839,106.4978
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,445.1735039,106.3974
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,446.5044546,106.7155
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,453.8140139,108.4625
O=S(N)(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)=O,[C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(N)(=O)=O,496.0458614,118.556
O=S([O-])(C(C(F)(F)F)(F)F)=O,[C](F)(C(F)(F)F)S(=O)(=O)[O-],469.9506926,112.3192
O=S([O-])(C(C(F)(F)F)(F)F)=O,[C](F)(F)C(F)(F)S(=O)(=O)[O-],475.217592,113.578
NC(C(C(F)(F)F)=O)=O,NC(C([C](F)F)=O)=O,436.9451241,104.4308
